Cycle Nr.,Temp. [¡C],A1,Time [ms],A2,Time [ms],A3,Time [ms],A4,Time [ms],A5,Time [ms],A6,Time [ms],A7,Time [ms],A8,Time [ms],A9,Time [ms],A10,Time [ms],A11,Time [ms],A12,Time [ms],B1,Time [ms],B2,Time [ms],B3,Time [ms],B4,Time [ms],B5,Time [ms],B6,Time [ms],B7,Time [ms],B8,Time [ms],B9,Time [ms],B10,Time [ms],B11,Time [ms],B12,Time [ms],C1,Time [ms],C2,Time [ms],C3,Time [ms],C4,Time [ms],C5,Time [ms],C6,Time [ms],C7,Time [ms],C8,Time [ms],C9,Time [ms],C10,Time [ms],C11,Time [ms],C12,Time [ms],D1,Time [ms],D2,Time [ms],D3,Time [ms],D4,Time [ms],D5,Time [ms],D6,Time [ms],D7,Time [ms],D8,Time [ms],D9,Time [ms],D10,Time [ms],D11,Time [ms],D12,Time [ms],E1,Time [ms],E2,Time [ms],E3,Time [ms],E4,Time [ms],E5,Time [ms],E6,Time [ms],E7,Time [ms],E8,Time [ms],E9,Time [ms],E10,Time [ms],E11,Time [ms],E12,Time [ms],F1,Time [ms],F2,Time [ms],F3,Time [ms],F4,Time [ms],F5,Time [ms],F6,Time [ms],F7,Time [ms],F8,Time [ms],F9,Time [ms],F10,Time [ms],F11,Time [ms],F12,Time [ms],G1,Time [ms],G2,Time [ms],G3,Time [ms],G4,Time [ms],G5,Time [ms],G6,Time [ms],G7,Time [ms],G8,Time [ms],G9,Time [ms],G10,Time [ms],G11,Time [ms],G12,Time [ms],H1,Time [ms],H2,Time [ms],H3,Time [ms],H4,Time [ms],H5,Time [ms],H6,Time [ms],H7,Time [ms],H8,Time [ms],H9,Time [ms],H10,Time [ms],H11,Time [ms],H12,Time [ms]
41,37,0.0394,2400630,0.0395,2400831,0.0397,2401032,0.04,2401233,0.0397,2401434,0.0393,2401635,0.0397,2401836,0.0395,2402037,0.0395,2402238,0.0397,2402439,0.0395,2402641,0.0394,2402842,0.0393,2405357,0.0453,2405156,0.6926,2404955,0.6897,2404754,0.7069,2404553,0.7392,2404352,0.7606,2404151,0.773,2403950,0.7986,2403749,0.809,2403548,0.0394,2403347,0.0396,2403146,0.0392,2405661,0.0404,2405862,0.8691,2406063,0.9242,2406264,0.9603,2406465,0.0397,2406666,0.0395,2406867,0.0394,2407068,0.0409,2407269,0.8557,2407470,0.0394,2407671,0.0395,2407872,0.0395,2410389,0.0401,2410188,0.696,2409987,0.6377,2409786,0.676,2409585,0.6794,2409384,0.6817,2409183,0.6738,2408982,0.6801,2408781,0.6704,2408580,0.0394,2408379,0.0395,2408178,0.0394,2410696,0.0396,2410897,0.6685,2411098,0.6856,2411299,0.6865,2411500,0.172,2411701,0.0394,2411902,0.0395,2412103,0.0393,2412305,0.0395,2412506,0.0394,2412707,0.0395,2412908,0.0393,2415425,0.0401,2415224,0.6625,2415023,0.6884,2414822,0.6825,2414621,1.002,2414420,0.984,2414219,0.9909,2414018,0.0399,2413817,0.0394,2413616,0.0408,2413415,0.0394,2413214,0.0395,2415730,0.0402,2415931,0.9717,2416132,0.9978,2416333,0.0345,2416534,1.6364,2416735,0.9056,2416936,0.0398,2417137,0.0393,2417338,0.0394,2417539,0.0396,2417740,0.0395,2417941,0.0394,2420458,0.0396,2420257,0.0392,2420056,0.0441,2419855,0.0387,2419654,0.0393,2419453,0.0382,2419252,0.0384,2419051,0.0391,2418850,0.0396,2418649,0.0394,2418448,0.0391,2418247
42,37,0.0394,2460641,0.0395,2460842,0.0396,2461043,0.0399,2461244,0.0397,2461446,0.0393,2461647,0.0396,2461847,0.0395,2462047,0.0395,2462247,0.0396,2462447,0.0395,2462647,0.0394,2462847,0.0393,2465361,0.0452,2465160,0.6884,2464959,0.6865,2464758,0.7034,2464557,0.7355,2464356,0.7571,2464155,0.7683,2463954,0.7949,2463753,0.805,2463552,0.0394,2463351,0.0395,2463150,0.0392,2465666,0.0404,2465867,0.8662,2466068,0.9248,2466269,0.9586,2466470,0.0396,2466671,0.0395,2466872,0.0393,2467073,0.0409,2467274,0.8526,2467475,0.0393,2467676,0.0395,2467877,0.0395,2470392,0.0401,2470191,0.6886,2469990,0.634,2469789,0.6743,2469588,0.6752,2469387,0.678,2469186,0.6674,2468985,0.6713,2468784,0.6677,2468583,0.0394,2468382,0.0395,2468181,0.0393,2470697,0.0395,2470898,0.6649,2471099,0.6799,2471301,0.6819,2471502,0.1718,2471703,0.0393,2471904,0.0394,2472105,0.0392,2472306,0.0395,2472507,0.0394,2472708,0.0395,2472909,0.0393,2475428,0.0401,2475225,0.659,2475024,0.6811,2474823,0.6777,2474622,1.0016,2474421,0.9848,2474220,0.9924,2474019,0.0399,2473818,0.0394,2473617,0.0408,2473416,0.0394,2473215,0.0394,2475732,0.0402,2475933,0.9723,2476134,0.9975,2476335,0.0345,2476536,1.6376,2476737,0.9056,2476938,0.0397,2477139,0.0393,2477341,0.0394,2477542,0.0395,2477743,0.0396,2477944,0.0394,2480459,0.0395,2480258,0.0392,2480057,0.0441,2479856,0.0387,2479655,0.0393,2479454,0.0382,2479253,0.0384,2479052,0.039,2478851,0.0396,2478650,0.0395,2478449,0.0391,2478248
43,37,0.0394,2520661,0.0395,2520862,0.0396,2521063,0.04,2521264,0.0397,2521465,0.0393,2521666,0.0396,2521867,0.0395,2522068,0.0395,2522269,0.0396,2522470,0.0395,2522671,0.0394,2522872,0.0393,2525389,0.0453,2525188,0.6854,2524987,0.6814,2524786,0.7,2524585,0.7306,2524384,0.7517,2524183,0.7655,2523982,0.7914,2523781,0.801,2523580,0.0394,2523379,0.0395,2523178,0.0392,2525693,0.0404,2525894,0.8651,2526095,0.924,2526296,0.9576,2526497,0.0396,2526698,0.0395,2526899,0.0394,2527100,0.0409,2527301,0.8526,2527502,0.0394,2527703,0.0395,2527904,0.0395,2530421,0.0401,2530220,0.6902,2530019,0.6316,2529817,0.6695,2529616,0.6714,2529415,0.6735,2529214,0.6638,2529013,0.6663,2528812,0.6635,2528611,0.0394,2528410,0.0395,2528209,0.0393,2530725,0.0395,2530926,0.6613,2531127,0.678,2531328,0.678,2531529,0.1718,2531730,0.0393,2531931,0.0395,2532132,0.0392,2532333,0.0395,2532534,0.0394,2532735,0.0395,2532936,0.0393,2535455,0.0401,2535254,0.6553,2535053,0.6775,2534852,0.6747,2534651,1.0011,2534450,0.9841,2534249,0.9914,2534048,0.0399,2533847,0.0394,2533646,0.0407,2533445,0.0394,2533244,0.0395,2535760,0.0403,2535961,0.9716,2536162,0.9978,2536363,0.0344,2536564,1.6367,2536765,0.9056,2536966,0.0398,2537167,0.0393,2537368,0.0395,2537569,0.0395,2537770,0.0395,2537971,0.0394,2540488,0.0396,2540287,0.0392,2540086,0.0441,2539885,0.0387,2539683,0.0393,2539483,0.0382,2539281,0.0384,2539080,0.0391,2538879,0.0396,2538678,0.0395,2538477,0.0391,2538276
44,37,0.0394,2580674,0.0395,2580874,0.0397,2581074,0.0399,2581275,0.0397,2581475,0.0392,2581676,0.0396,2581876,0.0395,2582076,0.0395,2582276,0.0396,2582476,0.0395,2582676,0.0393,2582876,0.0393,2585380,0.0452,2585180,0.6818,2584980,0.6769,2584780,0.6958,2584580,0.7265,2584380,0.7476,2584180,0.7617,2583980,0.7878,2583780,0.7974,2583580,0.0394,2583380,0.0395,2583180,0.0392,2585683,0.0404,2585884,0.8618,2586084,0.9226,2586284,0.9545,2586484,0.0396,2586684,0.0394,2586884,0.0393,2587084,0.0409,2587284,0.8524,2587484,0.0394,2587685,0.0395,2587886,0.0394,2590403,0.0401,2590203,0.6912,2590003,0.6277,2589802,0.6656,2589601,0.6677,2589400,0.6699,2589199,0.6586,2588998,0.6584,2588797,0.6596,2588595,0.0394,2588394,0.0395,2588193,0.0393,2590707,0.0395,2590908,0.6572,2591109,0.6783,2591310,0.6739,2591511,0.1709,2591712,0.0394,2591913,0.0395,2592113,0.0392,2592313,0.0395,2592513,0.0394,2592713,0.0395,2592913,0.0393,2595428,0.0401,2595227,0.65,2595026,0.6755,2594825,0.6714,2594624,1.0012,2594423,0.9843,2594222,0.9922,2594021,0.0399,2593820,0.0394,2593619,0.0408,2593418,0.0395,2593217,0.0395,2595732,0.0402,2595933,0.9726,2596133,1.0021,2596333,0.0344,2596533,1.6371,2596733,0.9056,2596933,0.0397,2597133,0.0393,2597333,0.0394,2597534,0.0395,2597735,0.0395,2597936,0.0394,2600452,0.0395,2600251,0.0391,2600050,0.0441,2599849,0.0387,2599648,0.0393,2599447,0.0382,2599246,0.0384,2599045,0.0391,2598844,0.0396,2598643,0.0395,2598441,0.0391,2598240
45,37,0.0394,2640684,0.0395,2640885,0.0397,2641086,0.0399,2641287,0.0397,2641488,0.0392,2641689,0.0396,2641890,0.0395,2642091,0.0395,2642292,0.0396,2642493,0.0395,2642694,0.0393,2642895,0.0393,2645410,0.0453,2645209,0.6786,2645008,0.6745,2644807,0.6923,2644606,0.7239,2644405,0.7459,2644204,0.7569,2644003,0.7847,2643802,0.795,2643601,0.0394,2643400,0.0395,2643199,0.0392,2645715,0.0404,2645916,0.8596,2646117,0.9211,2646318,0.9547,2646519,0.0396,2646720,0.0395,2646921,0.0393,2647122,0.0409,2647327,0.8502,2647529,0.0394,2647730,0.0395,2647931,0.0394,2650446,0.0401,2650245,0.6932,2650044,0.6242,2649843,0.6611,2649642,0.6612,2649441,0.6674,2649240,0.6591,2649039,0.6562,2648838,0.6572,2648637,0.0394,2648436,0.0395,2648235,0.0393,2650751,0.0395,2650952,0.6688,2651153,0.6733,2651354,0.6695,2651555,0.1696,2651756,0.0393,2651957,0.0395,2652158,0.0392,2652359,0.0395,2652560,0.0394,2652761,0.0395,2652962,0.0393,2655482,0.0401,2655281,0.6532,2655080,0.6694,2654879,0.6668,2654678,1.0021,2654477,0.9834,2654276,0.9906,2654075,0.0399,2653874,0.0394,2653673,0.0407,2653472,0.0395,2653271,0.0395,2655790,0.0402,2655991,0.9725,2656192,0.9977,2656393,0.0345,2656594,1.6381,2656795,0.9053,2656996,0.0398,2657197,0.0393,2657399,0.0395,2657600,0.0395,2657801,0.0395,2658002,0.0394,2660518,0.0396,2660317,0.0391,2660116,0.0441,2659915,0.0387,2659714,0.0393,2659513,0.0382,2659312,0.0384,2659111,0.039,2658910,0.0396,2658709,0.0394,2658508,0.0391,2658307
46,37,0.0394,2700705,0.0395,2700905,0.0396,2701106,0.0399,2701306,0.0396,2701506,0.0393,2701706,0.0396,2701906,0.0395,2702106,0.0394,2702306,0.0396,2702506,0.0394,2702706,0.0393,2702906,0.0393,2705410,0.0452,2705210,0.6752,2705010,0.6733,2704810,0.6898,2704610,0.7205,2704410,0.7405,2704210,0.7569,2704010,0.7816,2703810,0.7924,2703610,0.0393,2703410,0.0395,2703209,0.0391,2705713,0.0404,2705913,0.8569,2706113,0.9214,2706314,0.9521,2706514,0.0396,2706714,0.0395,2706914,0.0393,2707114,0.0408,2707314,0.8575,2707514,0.0394,2707714,0.0395,2707914,0.0395,2710418,0.0401,2710218,0.6883,2710018,0.6212,2709818,0.6615,2709618,0.6551,2709418,0.6608,2709218,0.6587,2709018,0.6582,2708818,0.6531,2708618,0.0393,2708418,0.0395,2708218,0.0393,2710722,0.0395,2710922,0.6633,2711122,0.6708,2711322,0.6674,2711522,0.171,2711722,0.0393,2711922,0.0394,2712122,0.0392,2712322,0.0395,2712522,0.0393,2712722,0.0394,2712922,0.0393,2715424,0.0401,2715224,0.651,2715024,0.666,2714824,0.6665,2714624,1.0011,2714424,0.9879,2714224,0.992,2714024,0.0399,2713824,0.0394,2713624,0.0407,2713424,0.0394,2713224,0.0394,2715728,0.0402,2715928,0.9725,2716129,0.9987,2716329,0.0344,2716529,1.6371,2716729,0.9059,2716929,0.0397,2717129,0.0392,2717329,0.0394,2717529,0.0395,2717729,0.0395,2717929,0.0393,2720436,0.0395,2720236,0.0391,2720036,0.044,2719836,0.0386,2719636,0.0393,2719436,0.0382,2719236,0.0384,2719036,0.0391,2718836,0.0396,2718636,0.0394,2718436,0.0391,2718236
47,36.9,0.0394,2760712,0.0395,2760911,0.0396,2761111,0.0399,2761311,0.0397,2761511,0.0392,2761711,0.0396,2761911,0.0395,2762110,0.0395,2762310,0.0396,2762509,0.0395,2762709,0.0393,2762909,0.0393,2765413,0.0453,2765214,0.672,2765013,0.6688,2764813,0.6846,2764613,0.714,2764413,0.7408,2764213,0.7574,2764013,0.7778,2763813,0.7891,2763613,0.0393,2763413,0.0395,2763213,0.0392,2765718,0.0404,2765917,0.854,2766117,0.9199,2766317,0.9499,2766516,0.0396,2766716,0.0395,2766916,0.0393,2767115,0.0409,2767314,0.8603,2767514,0.0394,2767714,0.0395,2767914,0.0394,2770411,0.0401,2770212,0.6828,2770012,0.6186,2769812,0.6549,2769613,0.6508,2769413,0.6567,2769213,0.6535,2769014,0.6528,2768815,0.6498,2768616,0.0394,2768416,0.0394,2768216,0.0393,2770718,0.0395,2770917,0.6616,2771117,0.666,2771317,0.6637,2771517,0.1707,2771717,0.0393,2771917,0.0394,2772116,0.0392,2772315,0.0395,2772514,0.0394,2772713,0.0394,2772913,0.0393,2775411,0.04,2775212,0.6498,2775012,0.6617,2774812,0.6609,2774613,1.0009,2774413,0.9853,2774214,0.9908,2774015,0.0399,2773816,0.0394,2773617,0.0407,2773417,0.0394,2773217,0.0394,2775716,0.0402,2775915,0.9734,2776115,0.9992,2776315,0.0345,2776514,1.638,2776714,0.9065,2776913,0.0398,2777112,0.0392,2777311,0.0394,2777511,0.0395,2777711,0.0395,2777911,0.0394,2780406,0.0395,2780207,0.0392,2780007,0.0441,2779808,0.0387,2779609,0.0393,2779409,0.0382,2779210,0.0385,2779011,0.0391,2778812,0.0396,2778613,0.0394,2778413,0.0391,2778214
48,37,0.0394,2820740,0.0395,2820939,0.0397,2821139,0.0399,2821338,0.0396,2821537,0.0392,2821736,0.0396,2821935,0.0395,2822134,0.0395,2822333,0.0396,2822532,0.0395,2822731,0.0394,2822930,0.0393,2825424,0.0453,2825225,0.668,2825026,0.6657,2824827,0.6864,2824628,0.7206,2824429,0.7367,2824230,0.7551,2824031,0.7738,2823832,0.7848,2823633,0.0394,2823433,0.0395,2823234,0.0392,2825727,0.0404,2825926,0.849,2826125,0.9202,2826324,0.9492,2826523,0.0396,2826722,0.0395,2826922,0.0394,2827122,0.0409,2827322,0.8488,2827522,0.0394,2827721,0.0395,2827920,0.0395,2830411,0.0401,2830212,0.6801,2830013,0.6365,2829814,0.6577,2829615,0.6485,2829416,0.654,2829217,0.6508,2829018,0.6438,2828819,0.6499,2828620,0.0393,2828421,0.0395,2828222,0.0393,2830714,0.0395,2830913,0.6594,2831112,0.6615,2831311,0.6594,2831510,0.1705,2831709,0.0393,2831908,0.0394,2832107,0.0392,2832307,0.0395,2832507,0.0394,2832707,0.0395,2832907,0.0393,2835410,0.0401,2835210,0.6441,2835010,0.6582,2834810,0.6535,2834610,0.9996,2834410,0.9901,2834210,0.9907,2834010,0.0399,2833811,0.0394,2833611,0.0407,2833412,0.0394,2833213,0.0394,2835716,0.0402,2835915,0.9719,2836114,0.9998,2836313,0.0344,2836512,1.6366,2836711,0.906,2836911,0.0397,2837110,0.0393,2837309,0.0395,2837508,0.0395,2837708,0.0395,2837908,0.0394,2840412,0.0396,2840212,0.0391,2840012,0.0441,2839812,0.0387,2839612,0.0393,2839412,0.0382,2839212,0.0384,2839012,0.0391,2838812,0.0396,2838613,0.0395,2838413,0.0391,2838213
49,37.1,0.0394,2880765,0.0396,2880965,0.0397,2881165,0.0399,2881365,0.0396,2881565,0.0393,2881765,0.0397,2881965,0.0395,2882165,0.0395,2882365,0.0396,2882565,0.0395,2882766,0.0394,2882966,0.0393,2885470,0.0453,2885270,0.6679,2885070,0.6642,2884870,0.6844,2884670,0.7056,2884470,0.7352,2884270,0.7511,2884070,0.7706,2883870,0.7828,2883670,0.0394,2883470,0.0395,2883270,0.0392,2885774,0.0404,2885974,0.8483,2886174,0.9273,2886374,0.95,2886574,0.0397,2886774,0.0396,2886974,0.0393,2887174,0.0409,2887374,0.8552,2887574,0.0394,2887774,0.0395,2887974,0.0395,2890478,0.0401,2890278,0.6772,2890078,0.6128,2889878,0.6547,2889678,0.6473,2889478,0.6503,2889278,0.6499,2889078,0.6403,2888878,0.6467,2888678,0.0394,2888478,0.0395,2888278,0.0394,2890781,0.0396,2890981,0.654,2891181,0.6604,2891381,0.6571,2891581,0.1709,2891781,0.0394,2891981,0.0395,2892181,0.0392,2892382,0.0396,2892582,0.0394,2892782,0.0395,2892982,0.0394,2895487,0.0401,2895287,0.6413,2895087,0.6546,2894887,0.6535,2894687,1.0011,2894487,0.9953,2894287,0.9889,2894087,0.0399,2893887,0.0395,2893687,0.0407,2893487,0.0395,2893287,0.0395,2895795,0.0403,2895995,0.9733,2896195,0.998,2896395,0.0345,2896595,1.6425,2896795,0.9061,2896995,0.0398,2897195,0.0392,2897395,0.0394,2897594,0.0396,2897794,0.0395,2897994,0.0394,2900499,0.0396,2900299,0.0392,2900099,0.0441,2899899,0.0387,2899698,0.0393,2899498,0.0382,2899298,0.0385,2899097,0.0391,2898897,0.0396,2898697,0.0395,2898497,0.0391,2898297
50,37,0.0394,2940779,0.0395,2940980,0.0396,2941181,0.0399,2941383,0.0397,2941584,0.0392,2941785,0.0396,2941986,0.0395,2942187,0.0395,2942388,0.0396,2942589,0.0394,2942790,0.0394,2942991,0.0393,2945513,0.0453,2945312,0.6651,2945111,0.6612,2944910,0.6824,2944709,0.7028,2944508,0.7319,2944307,0.7485,2944106,0.7662,2943904,0.7815,2943703,0.0393,2943502,0.0395,2943301,0.0392,2945819,0.0404,2946020,0.8486,2946221,0.9292,2946422,0.9502,2946623,0.0396,2946824,0.0395,2947025,0.0393,2947226,0.0409,2947427,0.8486,2947628,0.0394,2947829,0.0395,2948030,0.0395,2950545,0.0401,2950344,0.6747,2950143,0.6321,2949942,0.6523,2949741,0.6445,2949540,0.6463,2949339,0.6417,2949138,0.6366,2948937,0.6439,2948736,0.0393,2948535,0.0394,2948334,0.0393,2950850,0.0396,2951050,0.6503,2951252,0.6581,2951453,0.6513,2951654,0.1692,2951855,0.0393,2952056,0.0394,2952257,0.0392,2952458,0.0395,2952659,0.0394,2952860,0.0395,2953061,0.0393,2955580,0.0401,2955379,0.64,2955178,0.6519,2954977,0.6528,2954776,1.0011,2954575,0.995,2954374,0.9879,2954173,0.0399,2953972,0.0394,2953771,0.0407,2953570,0.0394,2953369,0.0394,2955889,0.0402,2956090,0.9723,2956291,0.9981,2956492,0.0345,2956693,1.638,2956894,0.9065,2957095,0.0398,2957296,0.0393,2957497,0.0394,2957698,0.0395,2957899,0.0395,2958100,0.0394,2960617,0.0395,2960416,0.0391,2960215,0.0441,2960014,0.0387,2959813,0.0393,2959612,0.0382,2959411,0.0384,2959210,0.039,2959009,0.0396,2958808,0.0395,2958607,0.0391,2958406
51,37,0.0394,3000796,0.0395,3000997,0.0396,3001198,0.0399,3001399,0.0396,3001600,0.0393,3001801,0.0397,3002002,0.0395,3002203,0.0395,3002404,0.0396,3002605,0.0394,3002806,0.0393,3003007,0.0393,3005522,0.0452,3005321,0.6629,3005120,0.6585,3004919,0.6785,3004718,0.7075,3004517,0.7291,3004316,0.7461,3004115,0.7648,3003914,0.7798,3003713,0.0393,3003512,0.0395,3003311,0.0392,3005829,0.0404,3006030,0.8462,3006232,0.9282,3006433,0.9484,3006634,0.0396,3006835,0.0395,3007036,0.0393,3007237,0.0409,3007438,0.8507,3007639,0.0393,3007840,0.0395,3008041,0.0395,3010558,0.0401,3010357,0.6709,3010156,0.6142,3009955,0.6506,3009754,0.6422,3009552,0.6462,3009351,0.6412,3009150,0.6373,3008949,0.6407,3008748,0.0394,3008547,0.0394,3008346,0.0394,3010863,0.0396,3011064,0.6485,3011265,0.6548,3011466,0.6498,3011667,0.1717,3011868,0.0393,3012069,0.0395,3012270,0.0392,3012471,0.0395,3012672,0.0394,3012873,0.0395,3013074,0.0393,3015589,0.0401,3015388,0.6365,3015187,0.6483,3014986,0.6495,3014785,1.0004,3014584,0.996,3014383,0.9925,3014182,0.0399,3013981,0.0394,3013780,0.0407,3013579,0.0394,3013378,0.0395,3015901,0.0402,3016102,0.9728,3016303,1,3016504,0.0345,3016705,1.6399,3016906,0.9058,3017107,0.0397,3017308,0.0392,3017509,0.0394,3017710,0.0395,3017911,0.0395,3018112,0.0394,3020629,0.0395,3020428,0.0392,3020227,0.044,3020026,0.0386,3019825,0.0393,3019623,0.0382,3019422,0.0385,3019221,0.0391,3019020,0.0396,3018819,0.0395,3018618,0.0391,3018417
52,37,0.0394,3060815,0.0395,3061016,0.0396,3061217,0.0399,3061418,0.0396,3061619,0.0392,3061820,0.0396,3062021,0.0395,3062221,0.0395,3062421,0.0396,3062621,0.0394,3062821,0.0394,3063021,0.0394,3065535,0.0453,3065334,0.6605,3065133,0.6555,3064932,0.676,3064731,0.6986,3064530,0.7262,3064329,0.7431,3064128,0.7627,3063927,0.7802,3063726,0.0394,3063525,0.0395,3063324,0.0392,3065839,0.0404,3066040,0.8423,3066241,0.9263,3066442,0.9487,3066643,0.0397,3066844,0.0395,3067045,0.0393,3067246,0.0409,3067447,0.8504,3067648,0.0393,3067849,0.0395,3068050,0.0395,3070566,0.0401,3070365,0.6695,3070164,0.6059,3069963,0.647,3069762,0.6389,3069561,0.6402,3069360,0.6398,3069159,0.6303,3068958,0.638,3068757,0.0394,3068555,0.0395,3068354,0.0393,3070870,0.0395,3071071,0.6459,3071272,0.6504,3071473,0.6464,3071674,0.1704,3071875,0.0393,3072076,0.0395,3072277,0.0393,3072478,0.0395,3072679,0.0393,3072880,0.0395,3073081,0.0393,3075598,0.0401,3075397,0.6342,3075196,0.6458,3074995,0.6443,3074794,1.0005,3074593,0.9953,3074392,0.9934,3074191,0.0399,3073990,0.0394,3073789,0.0408,3073588,0.0395,3073387,0.0395,3075904,0.0403,3076105,0.973,3076306,0.9994,3076507,0.0345,3076708,1.6379,3076909,0.9063,3077110,0.0398,3077311,0.0392,3077512,0.0395,3077713,0.0395,3077914,0.0395,3078115,0.0394,3080636,0.0396,3080435,0.0392,3080234,0.0441,3080033,0.0387,3079832,0.0393,3079631,0.0382,3079430,0.0384,3079229,0.0391,3079028,0.0396,3078827,0.0395,3078626,0.0391,3078425
53,37,0.0394,3120835,0.0395,3121036,0.0396,3121237,0.04,3121438,0.0397,3121639,0.0392,3121840,0.0396,3122041,0.0395,3122242,0.0395,3122443,0.0396,3122644,0.0395,3122845,0.0393,3123046,0.0394,3125565,0.0452,3125364,0.6574,3125163,0.6535,3124962,0.6731,3124761,0.7017,3124560,0.7227,3124359,0.7409,3124158,0.7604,3123957,0.7767,3123756,0.0394,3123555,0.0395,3123354,0.0392,3125868,0.0404,3126069,0.8416,3126270,0.9269,3126471,0.9478,3126672,0.0396,3126873,0.0395,3127074,0.0394,3127275,0.0409,3127477,0.8492,3127678,0.0394,3127879,0.0394,3128080,0.0395,3130589,0.0401,3130389,0.6613,3130189,0.6241,3129989,0.6451,3129789,0.6366,3129588,0.6426,3129387,0.6395,3129187,0.6299,3128987,0.6355,3128787,0.0394,3128587,0.0395,3128386,0.0393,3130892,0.0395,3131093,0.6438,3131294,0.6493,3131495,0.6427,3131696,0.1712,3131897,0.0393,3132098,0.0394,3132299,0.0392,3132499,0.0395,3132699,0.0394,3132899,0.0395,3133099,0.0393,3135612,0.0401,3135411,0.6321,3135211,0.6424,3135011,0.6417,3134810,1.0019,3134609,0.9961,3134408,0.9939,3134207,0.04,3134006,0.0394,3133805,0.0407,3133604,0.0395,3133403,0.0394,3135917,0.0402,3136119,0.9729,3136319,0.9986,3136520,0.0345,3136721,1.6401,3136922,0.907,3137123,0.0398,3137325,0.0393,3137526,0.0394,3137727,0.0396,3137928,0.0395,3138129,0.0394,3140644,0.0396,3140443,0.0392,3140242,0.0441,3140041,0.0387,3139840,0.0394,3139639,0.0382,3139438,0.0384,3139237,0.0391,3139036,0.0396,3138835,0.0395,3138634,0.0391,3138433
54,37,0.0394,3180850,0.0395,3181051,0.0397,3181252,0.0399,3181453,0.0397,3181654,0.0393,3181855,0.0396,3182056,0.0395,3182257,0.0395,3182458,0.0396,3182659,0.0395,3182860,0.0393,3183061,0.0394,3185580,0.0453,3185379,0.6551,3185178,0.6501,3184977,0.6697,3184776,0.6972,3184575,0.7187,3184374,0.7368,3184173,0.7592,3183972,0.7746,3183771,0.0394,3183570,0.0395,3183369,0.0392,3185886,0.0404,3186087,0.8373,3186289,0.9242,3186490,0.9464,3186691,0.0396,3186892,0.0395,3187093,0.0393,3187294,0.0409,3187495,0.8526,3187696,0.0394,3187897,0.0395,3188098,0.0395,3190617,0.0401,3190416,0.6625,3190215,0.6019,3190014,0.6432,3189813,0.6334,3189612,0.6364,3189411,0.6381,3189210,0.6269,3189009,0.6329,3188808,0.0394,3188607,0.0395,3188406,0.0394,3190923,0.0395,3191125,0.6426,3191325,0.6463,3191526,0.6406,3191727,0.1703,3191928,0.0393,3192129,0.0395,3192330,0.0392,3192531,0.0395,3192732,0.0394,3192933,0.0395,3193134,0.0393,3195649,0.0401,3195448,0.6293,3195247,0.6401,3195046,0.6359,3194845,1.0008,3194644,0.9913,3194443,0.9933,3194242,0.04,3194041,0.0394,3193840,0.0407,3193639,0.0394,3193438,0.0395,3195955,0.0402,3196156,0.9731,3196357,0.9993,3196558,0.0345,3196759,1.6386,3196960,0.9068,3197161,0.0397,3197362,0.0393,3197563,0.0394,3197764,0.0396,3197965,0.0396,3198166,0.0394,3200685,0.0396,3200484,0.0391,3200283,0.0441,3200082,0.0387,3199881,0.0393,3199680,0.0382,3199479,0.0385,3199278,0.0391,3199077,0.0396,3198876,0.0394,3198675,0.0391,3198474
55,37,0.0394,3240865,0.0395,3241065,0.0397,3241266,0.0399,3241467,0.0397,3241668,0.0393,3241869,0.0396,3242070,0.0395,3242270,0.0395,3242471,0.0397,3242671,0.0395,3242871,0.0393,3243071,0.0394,3245578,0.0453,3245378,0.6527,3245178,0.6468,3244977,0.6676,3244777,0.6947,3244577,0.7162,3244377,0.7355,3244177,0.7569,3243977,0.7719,3243777,0.0394,3243577,0.0395,3243376,0.0392,3245882,0.0404,3246082,0.8354,3246283,0.9246,3246484,0.9459,3246684,0.0396,3246885,0.0395,3247086,0.0393,3247286,0.0409,3247487,0.8409,3247687,0.0394,3247887,0.0395,3248087,0.0395,3250595,0.0402,3250395,0.66,3250194,0.6011,3249993,0.6405,3249793,0.6323,3249592,0.6371,3249391,0.6373,3249191,0.6236,3248991,0.6309,3248791,0.0394,3248591,0.0395,3248390,0.0394,3250900,0.0396,3251100,0.6415,3251301,0.6404,3251501,0.6375,3251701,0.1699,3251901,0.0394,3252101,0.0395,3252301,0.0392,3252501,0.0396,3252701,0.0394,3252901,0.0395,3253102,0.0393,3255607,0.0401,3255407,0.6253,3255207,0.6361,3255007,0.6311,3254807,0.9991,3254607,0.9913,3254406,0.9925,3254206,0.0399,3254006,0.0394,3253806,0.0407,3253606,0.0395,3253405,0.0395,3255914,0.0402,3256114,0.9737,3256315,1.0006,3256515,0.0345,3256715,1.6378,3256915,0.9063,3257115,0.0397,3257315,0.0393,3257515,0.0394,3257715,0.0395,3257915,0.0395,3258115,0.0394,3260620,0.0396,3260420,0.0392,3260220,0.044,3260020,0.0387,3259820,0.0393,3259620,0.0382,3259419,0.0385,3259219,0.0391,3259019,0.0396,3258819,0.0394,3258619,0.0391,3258419
